ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1802,18.482292,77.387019,0.6,-36.9,7.17,0.49,Negativno,Ne
1803,18.471689,77.407087,11.8,-31.0,6.81,5.13,Pozitivno,Ne
1804,18.49689,77.393887,6.5,-44.3,7.13,5.29,Negativno,Ne
1805,18.455283,77.379275,13.2,-32.5,6.98,2.49,Negativno,Da
1806,18.482051,77.368944,7.8,-51.9,7.42,4.27,Pozitivno,Ne
1807,18.474449,77.402466,2.2,-46.4,7.67,1.31,Negativno,Ne
1808,18.497528,77.398726,11.8,-64.6,7.08,2.04,Negativno,Ne
1809,18.487764,77.39977,3.0,-73.9,7.35,4.57,Negativno,Ne
1810,18.493231,77.402741,4.0,-50.0,6.57,2.75,Negativno,Ne
1811,18.465693,77.395656,7.9,-58.9,7.08,1.44,Negativno,Ne
1812,18.489214,77.387151,0.8,-51.9,6.74,1.53,Negativno,Ne
1813,18.479623,77.384101,3.0,-63.5,7.88,5.97,Negativno,Ne
1814,18.482581,77.385911,12.1,-48.9,5.46,2.67,Negativno,Ne
1815,18.485234,77.401521,8.4,-47.0,6.95,4.41,Negativno,Ne
1816,18.473441,77.394566,11.3,-58.3,7.45,1.97,Negativno,Ne
1817,18.483099,77.37552,0.7,-54.6,6.99,2.71,Negativno,Ne
1818,18.484273,77.386385,9.7,-46.2,7.53,5.11,Negativno,Ne
1819,18.498582,77.383865,5.3,-65.2,7.24,5.42,Pozitivno,Ne
1820,18.481629,77.385444,8.8,-32.2,7.53,2.29,Negativno,Ne
1821,18.486161,77.37813,13.5,-84.5,8.06,5.97,Negativno,Ne
1822,18.473913,77.402806,4.8,-61.0,7.7,0.95,Negativno,Ne
1823,18.489059,77.378662,13.7,-51.8,6.52,5.4,Negativno,Ne
1824,18.487384,77.393111,3.8,-9.5,7.17,8.644994142660074,Pozitivno,Da
1825,18.463724,77.380028,14.8,-24.5,6.5,4.75,Negativno,Ne
1826,18.45575,77.38263,2.4,-41.2,6.79,5.66,Negativno,Ne
1827,18.486235,77.385227,9.2,-71.8,6.75,0.46,Negativno,Ne
1828,18.473119,77.389386,7.3,-48.6,6.9,3.66,Negativno,Ne
1829,18.474591,77.389934,8.0,-64.3,8.05,4.79,Negativno,Da
1830,18.474259,77.39503,0.5,-36.8,7.61,4.64,Negativno,Ne
1831,18.485854,77.393444,13.2,-38.0,7.86,4.47,Negativno,Ne
1832,18.4915,77.393307,6.9,-71.6,7.1,1.45,Negativno,Ne
1833,18.489876,77.38882,14.9,-51.7,6.71,2.19,Negativno,Ne
1834,18.480869,77.395181,6.6,-61.3,7.34,3.51,Negativno,Ne
1835,18.465462,77.393057,13.1,-51.7,6.79,5.52,Negativno,Ne
1836,18.487459,77.417595,4.3,-52.6,6.38,2.53,Negativno,Ne
1837,18.492871,77.38582,1.7,-35.3,7.27,1.9,Negativno,Ne
1838,18.481518,77.400358,10.0,-54.4,6.9,2.84,Negativno,Ne
1839,18.478181,77.394385,9.0,-53.7,6.69,0.67,Negativno,Ne
1840,18.477965,77.391724,10.6,-62.0,7.26,5.57,Negativno,Ne
1841,18.48133,77.382476,11.3,-75.7,6.23,0.67,Negativno,Ne
1842,18.463282,77.391284,11.0,-70.5,6.41,5.43,Negativno,Ne
1843,18.476925,77.398081,1.4,-38.0,6.58,5.77,Negativno,Ne
1844,18.483503,77.399204,6.7,-36.9,7.02,3.61,Negativno,Ne
1845,18.472168,77.40088,1.1,-41.0,6.93,2.48,Negativno,Ne
1846,18.477229,77.393945,4.0,-28.2,6.9,5.76,Pozitivno,Ne
1847,18.477217,77.39844,7.4,-78.2,7.19,3.02,Negativno,Ne
1848,18.471217,77.382349,3.0,-73.6,8.33,3.41,Negativno,Ne
1849,18.479693,77.384944,11.6,-39.8,6.94,1.37,Negativno,Ne
1850,18.488506,77.389666,3.7,-71.8,6.18,4.87,Negativno,Ne
1851,18.486475,77.395179,11.6,-66.6,6.27,5.59,Negativno,Ne
1852,18.479845,77.380733,11.9,-61.8,7.25,2.12,Negativno,Ne
1853,18.480331,77.390388,14.0,-63.8,6.68,4.09,Negativno,Ne
1854,18.491205,77.376166,1.8,-54.0,8.36,1.7,Negativno,Ne
1855,18.491052,77.393466,11.1,-52.3,6.22,1.87,Pozitivno,Ne
1856,18.483367,77.39206,10.8,-50.1,7.12,3.46,Negativno,Ne
1857,18.473275,77.370901,8.6,-47.8,6.78,2.67,Negativno,Ne
1858,18.481739,77.382588,9.4,-35.2,6.79,0.86,Negativno,Ne
1859,18.460375,77.39988,13.2,-35.3,6.68,4.08,Negativno,Ne
1860,18.475338,77.384216,11.3,-31.2,7.01,3.11,Negativno,Ne
1861,18.486619,77.381023,7.9,-38.9,6.72,4.37,Negativno,Ne
1862,18.464666,77.381258,4.1,-45.1,6.55,5.33,Negativno,Ne
1863,18.486804,77.377166,5.9,-57.4,7.67,1.06,Negativno,Ne
1864,18.475568,77.392887,4.5,-56.3,7.02,2.41,Negativno,Ne
1865,18.464606,77.398286,10.2,-42.7,6.75,2.55,Negativno,Ne
1866,18.482607,77.404362,4.9,-57.8,6.56,0.84,Negativno,Ne
1867,18.484501,77.386266,6.8,-55.8,7.48,5.08,Negativno,Ne
1868,18.468688,77.376041,0.6,-42.0,7.12,3.62,Negativno,Ne
1869,18.492699,77.397774,13.9,-73.5,6.0,4.05,Negativno,Ne
1870,18.473205,77.384388,4.5,-33.3,7.41,1.09,Negativno,Ne
1871,18.487271,77.389822,9.5,-70.2,7.39,1.96,Negativno,Ne
1872,18.467281,77.381755,8.3,-7.1,6.99,10.337998357952284,Pozitivno,Da
1873,18.47506,77.387092,0.2,-29.8,7.21,3.63,Negativno,Ne
1874,18.462475,77.384476,2.0,-35.8,7.55,5.43,Negativno,Da
1875,18.483609,77.39533,6.6,-54.5,7.17,0.16,Negativno,Ne
1876,18.478069,77.388889,12.5,-31.2,6.09,1.51,Negativno,Ne
1877,18.474166,77.382836,1.5,-57.0,6.51,4.64,Negativno,Ne
1878,18.474449,77.383118,11.5,-34.5,7.49,1.77,Negativno,Ne
1879,18.466042,77.385905,3.2,-51.5,7.48,3.8,Negativno,Ne
1880,18.471252,77.389711,11.0,-44.2,6.32,5.28,Negativno,Ne
1881,18.473706,77.40101,0.7,-54.4,6.97,2.83,Negativno,Ne
1883,18.478025,77.399416,2.0,-48.0,5.66,1.26,Pozitivno,Da
1884,18.485615,77.411258,10.2,-33.8,6.18,4.46,Negativno,Ne
1885,18.496871,77.391636,5.5,-50.9,6.63,1.04,Negativno,Ne
1887,18.485088,77.394226,6.1,-30.4,6.29,1.61,Negativno,Ne
1888,18.48238,77.396082,13.4,-63.5,7.06,5.16,Negativno,Ne
1889,18.480423,77.401583,14.9,-47.8,6.46,0.76,Negativno,Ne
1890,18.472714,77.374559,14.9,-59.4,7.18,1.48,Negativno,Ne
1891,18.468119,77.388203,2.1,-47.2,7.51,4.15,Negativno,Ne
1892,18.474335,77.383334,11.5,-23.0,7.57,3.88,Negativno,Ne
1893,18.479519,77.38779,7.1,-61.9,6.56,0.7,Pozitivno,Ne
1894,18.465874,77.388291,3.9,-15.4,6.55,2.15,Negativno,Ne
1895,18.485303,77.376504,6.2,-50.0,6.1,4.54,Negativno,Ne
1896,18.473621,77.397386,14.5,-51.6,7.12,0.58,Negativno,Ne
1897,18.469246,77.399252,1.9,-69.7,6.15,1.2,Negativno,Ne
1898,18.474658,77.405295,6.4,-53.0,6.75,1.54,Negativno,Ne
1899,18.463961,77.382679,0.6,-37.0,7.58,4.78,Negativno,Ne
1900,18.470512,77.389345,4.4,-55.2,6.59,4.15,Negativno,Ne
1901,18.48428,77.36384,5.6,-15.0,7.49,7.296087818843134,Pozitivno,Da
1902,18.484379,77.379981,7.3,-54.4,7.26,5.26,Negativno,Ne
1903,18.474732,77.401403,2.1,-55.7,7.25,3.43,Negativno,Ne
1904,18.474359,77.382245,12.2,-44.2,7.15,1.91,Negativno,Ne
1905,18.472409,77.406477,0.1,-39.7,6.81,0.1,Negativno,Ne
1906,18.476784,77.404126,11.2,-59.6,6.33,5.27,Negativno,Ne
1907,18.461612,77.379012,6.1,-28.9,7.08,3.57,Negativno,Da
1908,18.482642,77.374464,0.8,-56.8,7.02,3.39,Negativno,Ne
1909,18.477586,77.382326,12.6,-62.7,7.24,0.19,Negativno,Ne
1910,18.479412,77.392966,1.0,-60.1,8.3,3.64,Negativno,Ne
1911,18.476603,77.396837,7.1,-40.4,7.22,1.76,Negativno,Ne
1912,18.472902,77.393913,7.2,-54.4,7.06,1.85,Negativno,Ne
1913,18.483541,77.397661,6.6,-60.1,7.24,5.82,Negativno,Ne
1914,18.47477,77.401665,4.8,-68.4,7.58,0.81,Negativno,Ne
1915,18.475744,77.384499,11.3,-40.0,7.31,3.91,Negativno,Ne
1916,18.488892,77.369416,3.9,-74.6,7.08,1.2,Negativno,Ne
1917,18.475823,77.399789,6.2,-32.6,6.91,5.29,Negativno,Ne
1918,18.477125,77.378907,2.1,-39.4,7.32,3.24,Negativno,Ne
1919,18.481304,77.416463,9.1,-29.4,7.51,0.49,Negativno,Ne
1920,18.465055,77.392129,4.1,-37.4,6.09,2.36,Negativno,Ne
1921,18.483024,77.404587,15.0,-17.1,6.49,2.53,Negativno,Ne
1922,18.480012,77.385335,7.8,-42.4,7.65,3.79,Negativno,Ne
1923,18.484875,77.400889,5.0,-59.5,6.84,3.22,Negativno,Ne
1924,18.464785,77.397513,0.5,-54.5,6.74,2.92,Negativno,Ne
1925,18.490647,77.383993,2.3,-55.4,7.23,4.32,Negativno,Ne
1926,18.486057,77.390471,0.2,-50.6,5.99,4.47,Negativno,Ne
1927,18.48347,77.39236,14.6,-47.1,7.15,5.67,Negativno,Ne
1928,18.502584,77.400385,5.4,-42.1,6.69,4.87,Negativno,Ne
1929,18.462984,77.393494,8.8,-58.7,6.74,1.85,Negativno,Ne
1930,18.494251,77.4091,7.4,-28.2,6.8,0.8,Negativno,Ne
1931,18.470893,77.402899,7.9,-45.3,7.93,5.49,Negativno,Ne
1932,18.478004,77.374714,2.3,-94.9,7.03,2.88,Negativno,Ne
1933,18.484939,77.383344,10.6,-39.3,7.91,0.57,Negativno,Ne
1934,18.474091,77.394757,11.5,-48.4,6.99,1.04,Negativno,Ne
1935,18.485053,77.388518,9.5,-36.2,7.19,4.78,Negativno,Ne
1936,18.479883,77.384262,9.4,-74.6,7.59,4.85,Pozitivno,Ne
1937,18.478966,77.388714,7.9,-73.7,6.9,4.25,Negativno,Ne
1938,18.475078,77.38808,14.7,-26.3,6.7,1.42,Negativno,Ne
1939,18.490809,77.398304,8.9,-38.0,7.74,4.3,Negativno,Ne
1940,18.490772,77.372877,3.9,-17.3,7.14,10.374497037055413,Pozitivno,Da
1941,18.471906,77.385365,15.0,-78.9,6.88,4.6,Pozitivno,Ne
1942,18.472457,77.387327,1.1,-50.0,7.05,1.65,Negativno,Ne
1943,18.475476,77.38654,6.3,-42.7,6.59,2.2,Negativno,Ne
1944,18.490926,77.383682,7.6,-55.9,7.48,1.22,Negativno,Ne
1945,18.465289,77.383618,11.2,-54.6,7.59,0.52,Negativno,Ne
1946,18.489128,77.38808,14.0,-28.3,7.26,3.23,Negativno,Ne
1947,18.488778,77.403832,2.4,-13.1,7.28,0.73,Negativno,Ne
1948,18.474391,77.377943,9.5,-53.7,6.94,5.7,Negativno,Ne
1949,18.476594,77.396093,15.0,-60.7,7.7,0.23,Negativno,Ne
1950,18.490633,77.374889,7.6,-67.9,7.6,0.28,Negativno,Ne
1951,18.476755,77.382629,5.0,-32.5,8.18,5.63,Negativno,Ne
1952,18.486811,77.377993,5.8,-69.0,7.0,2.16,Negativno,Ne
1953,18.485253,77.387258,4.7,-21.5,7.26,4.95,Negativno,Ne
1954,18.481742,77.393882,14.2,-48.7,7.4,4.34,Pozitivno,Ne
1955,18.498924,77.398636,1.4,-42.4,7.21,3.74,Negativno,Ne
1956,18.47808,77.392496,0.3,-26.9,6.73,5.89,Negativno,Ne
1957,18.481918,77.395892,2.3,-49.9,6.07,4.39,Negativno,Ne
1958,18.470471,77.393257,11.1,-22.1,7.14,5.76,Pozitivno,Ne
1959,18.458156,77.382913,13.5,-43.6,7.53,0.69,Negativno,Ne
1960,18.459787,77.400681,0.2,-48.4,5.88,2.8,Negativno,Da
1961,18.480125,77.390837,4.1,-74.9,8.1,0.13,Pozitivno,Ne
1962,18.489926,77.41664,11.9,-57.6,6.09,5.82,Negativno,Ne
1963,18.486461,77.400741,8.4,-78.8,6.88,0.63,Negativno,Ne
1964,18.465449,77.398786,10.4,-25.4,6.71,2.02,Negativno,Ne
1965,18.494441,77.387444,9.2,-68.2,7.25,4.12,Negativno,Ne
1966,18.494902,77.380202,0.2,-60.6,7.32,0.25,Negativno,Ne
1967,18.488672,77.392226,11.4,-7.4,6.95,8.504994142660074,Pozitivno,Da
1968,18.481454,77.383413,1.2,-66.1,7.58,5.8,Negativno,Ne
1969,18.481782,77.374566,4.2,-45.0,6.84,0.59,Negativno,Ne
1970,18.465497,77.380977,5.1,-59.6,6.51,0.81,Negativno,Ne
1971,18.485094,77.381725,1.5,-48.4,6.93,4.9,Negativno,Ne
1972,18.491593,77.393133,13.4,-57.2,7.41,1.77,Negativno,Ne
1973,18.487591,77.391588,1.9,-46.9,6.56,0.32,Negativno,Ne
1974,18.466975,77.38603,11.3,-45.8,6.79,3.67,Negativno,Ne
1975,18.472579,77.386175,4.2,-42.0,7.19,2.37,Negativno,Ne
1976,18.481343,77.39072,5.6,-45.8,7.19,4.98,Negativno,Ne
1977,18.481321,77.393022,11.6,-62.7,7.42,4.48,Negativno,Ne
1978,18.461955,77.393088,14.2,-72.1,6.36,3.01,Negativno,Ne
1979,18.489207,77.380134,4.4,-44.4,6.88,2.69,Negativno,Ne
1980,18.476313,77.383656,6.8,-45.4,6.32,2.21,Negativno,Ne
1981,18.475661,77.373369,4.9,-62.1,6.75,1.79,Negativno,Ne
1982,18.476821,77.396089,8.0,-30.0,7.91,3.49,Negativno,Ne
1983,18.486169,77.389591,9.2,-61.2,7.0,5.81,Negativno,Ne
1984,18.478578,77.398518,6.3,-40.9,7.35,0.45,Negativno,Ne
1985,18.468624,77.38365,9.3,-47.3,7.11,4.16,Negativno,Ne
1986,18.496466,77.390054,2.8,-95.8,7.7,1.54,Negativno,Ne
1987,18.481094,77.399714,13.5,-85.2,6.35,4.23,Negativno,Ne
1988,18.483296,77.388353,1.8,-53.7,7.03,1.17,Negativno,Ne
1989,18.47094,77.366685,5.7,-61.8,7.35,5.83,Negativno,Da
1990,18.474877,77.385527,13.2,-41.0,6.7,2.66,Negativno,Ne
1991,18.482722,77.399533,0.4,-50.0,7.73,3.0,Negativno,Ne
1992,18.490044,77.391576,11.3,-45.0,7.21,3.03,Negativno,Ne
1993,18.47443,77.398475,11.4,-36.4,7.25,0.61,Negativno,Ne
1994,18.470885,77.400917,3.9,-47.0,7.04,1.93,Negativno,Ne
1995,18.485773,77.392707,10.8,-62.2,7.28,0.28,Negativno,Ne
1996,18.481102,77.382267,3.3,-45.5,6.85,0.8,Negativno,Ne
1997,18.474902,77.372192,14.1,-27.7,6.18,2.19,Negativno,Da
1998,18.482486,77.412707,9.5,-55.6,7.77,2.0,Negativno,Da
1999,18.477025,77.40881,0.5,-50.0,6.59,2.38,Negativno,Ne
2000,18.494707,77.389666,13.8,-50.0,6.75,2.23,Negativno,Ne
